行ID,文書ID,文書内ID,anotation1,anotation2,文,サービス,立地,部屋,設備・アメニティー,風呂,食事,その他
3197,661,3,Z,Z,また予約したいと思います。,,,,,,,1
3198,661,4,Z,Z,お世話になりました。,,,,,,,1
,,,,,,,,,,,,
3199,662,1,p,p,素泊まりの料金で朝食付きでホテルでゆっくり出来たのが非常に良かった。,,,,,,1,
,,,,,,,,,,,,
3200,663,1,Z,Z,結婚２７年の記念として利用させていただきました。,,,,,,,1
3201,663,2,p,p,部屋も白良浜が一望のオーシャンビューで最高でした。,,1,1,,,,
3202,663,3,p,p,料理もとても美味しく、サービス係のきめ細かいサービスも今までに泊った旅館と比較できないほど素晴らしいものでした。,1,,,,,1,
3203,663,4,p,p,選べる色浴衣などのサービスやお風呂に入っては、湯ざましに本を読むなどを繰り返し本当に何もしない贅沢を楽しみました。,1,,,,1,,
3204,663,5,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
3205,664,1,p,p,海老名駅から近く、コンビニも近くにあり使い、便利だと感じました。,,1,,,,,
3206,664,2,Z,Z,来年もまた利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
3207,665,1,p,p,朝ごはんが良かったです,,,,,,1,
,,,,,,,,,,,,
3208,666,1,Z,Z,子連れで宿泊しました。,,,,,,,1
3209,666,2,p,p,客室が多くないので、とても静かで、窓からの景色のうつりかわりを楽しみながらのんびりと過ごせました。,,,1,,,,
3210,666,3,p,p,お風呂も露天風呂・カメ風呂といろいろ楽しめて良かったです。,,,,,1,,
3211,666,4,p,p,いいタイミングだったのか、ほとんど貸切状態でゆったりでき最高でした。,,,,,,,1
3212,666,5,p,p,日ごろの疲れがとれ、熟睡できました。,,,,,,,1
3213,666,6,p,p,朝のラウンジルームでは親子でジュースやお茶をいただき、朝食前にくつろいだ時間を過ごせました。,,,,,,1,
3214,666,7,p,p,どのスタッフの方も、子どもにやさしく声をかけて下さって安心でした。,1,,,,,,
3215,666,8,p,p,食べるのにまだまだ手のかかる子どもがいても、夕食・朝食とも部屋食なので落ち着いて食べられてよかったです。,,,,,,1,
3216,666,9,Z,Z,またリピートしたいと思います。,,,,,,,1
,,,,,,,,,,,,
3217,667,1,p,p,チェックイン時間が翌日の朝になったりしても、気持ちよく対応してくれました。,1,,,,,,
,,,,,,,,,,,,
3218,668,1,Z,Z,福岡空港集合のツアー前日に母とツインの部屋に泊まりました。,,,,,,,1
3219,668,2,p,p,博多駅に近く空港へスムーズに行くことができました。,,1,,,,,
,,,,,,,,,,,,
3220,669,1,p,p,コーヒーとアメニティのサービスが良かったです。,,,,1,,1,
3221,669,2,p,p,立地が良いうえ、駐車場が無料なので満足しました。,1,1,,,,,
,,,,,,,,,,,,
3222,670,1,p,p,玄関からベルの方に親切にご案内いただき、フロントの方もレストランの手配をしてくださったり、細やかにご配慮いただきました。,1,,,,,,
3223,670,2,p,p,BARは居心地良く長居してしまいました。,,,,,,1,
3224,670,3,p,p,お部屋の調度も眺望も素晴らしく、ゆっくり過ごすことができました。,,,1,,,,
3225,670,4,p,p,近隣にいくつかホテルがありますが、こちらを選ばせていただいて本当に良かったです。,,,,,,,1
3226,670,5,Z,Z,次回もよろしくお願いいたします。,,,,,,,1
3227,670,6,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
3228,671,1,p,p,駅から近い。,,1,,,,,
3229,671,2,p,p,地下道の出口がわかっていれば雨が降ってもほとんど濡れずに来ることができる。,,1,,,,,
3230,671,3,p,Z,朝食は300円でりっぱな朝食が食べれるが、私のようにごはんとみそ汁があれば十分という人間には無料朝食で十分。,,,,,,1,
3231,671,4,p,p,ちなみに、ここのお米はビジネスホテルにしては珍しくおいしいお米を使っていると感じました。,,,,,,1,
,,,,,,,,,,,,
3232,672,1,p,p,仕事先に近く便利でした。,,1,,,,,
3233,672,2,p,p,チェックイン時ミネラルウォーターのサービスもありがたかったです。,1,,,,,,
3234,672,3,p,p,部屋も綺麗で清潔でした。,,,1,,,,
3235,672,4,Z,Z,また宿泊します。,,,,,,,1
,,,,,,,,,,,,
3236,673,1,p,p,朝食が7時前からできたのでゆっくりできました。,,,,,,1,
3237,673,2,p,p,バイキングもうれしいです。,,,,,,1,
,,,,,,,,,,,,
3238,674,1,p,p,京都駅に近くコンビニ、家電店もそばにあり便利,,1,,,,,
,,,,,,,,,,,,
3239,675,1,Z,Z,正月明けの連休に利用させて頂きました。,,,,,,,1
3240,675,2,o,Z,天気も良く、富士山も綺麗に見え、部屋の露天風呂から景色が見られればと思ったのですが、柵があり、景色は見えませんでした。,,,1,,1,,
3241,675,3,py,p,部屋もお風呂も大変満足させてもらったので、景色があれば、なお最高でした。,,,,,1,,
,,,,,,,,,,,,
3242,676,1,p,p,ホテル周辺はどこでも絵を描く為のスポットになり白馬の紅葉の景色など何枚も思い出に残る作品が出来て良かった。,,1,,,,,
3243,676,2,p,o,本当に白馬はいい所です。,,,,,,,1
,,,,,,,,,,,,
3244,677,1,Z,Z,3月31日に宿泊致しました。,,,,,,,1
3245,677,2,p,p,とても満足しております。,,,,,,,1
3246,677,3,p,p,予約時に禁煙と喫煙を間違えてしまいましたが、チェックインの際フロントの方より、その事を教えて頂き、その場で喫煙に替えて頂く実にスピーデイなご対応でした。,1,,,,,,
3247,677,4,Z,Z,ありがとうございます。,,,,,,,1
3248,677,5,p,p,やはり、非常に素晴らしいホテルと感じます。,,,,,,,1
3249,677,6,Z,Z,東京の常宿として、今後も利用させて頂きます。,,,,,,,1
,,,,,,,,,,,,
3250,678,1,Z,Z,大学時代の友人との忘年会で利用させていただきました。,,,,,,,1
3251,678,2,p,p,施設も大変綺麗でお洒落でビックリしました。,,,1,,,,
3252,678,3,p,p,また食事も美味しく、焼きたてのパンを何度もおかわりしてしまったほどです。,,,,,,1,
3253,678,4,p,p,従業員の方にも大変ご親切にしていただきありがとうございました。,1,,,,,,
3254,678,5,p,Z,また是非来たいと思います。,,,,,,,1
,,,,,,,,,,,,
3255,679,1,Z,Z,大阪出張では良く利用させてもらっています。,,,,,,,1
,,,,,,,,,,,,
3256,680,1,p,p,部屋、朝食、従業員さんのサービスなど、満足いたしました。,1,,1,,,1,
3257,680,2,p,p,コンフォートルームも、＋500円で、快適に宿泊することができました。,,,1,,,,
3258,680,3,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
3259,681,1,p,Z,大変にお世話になりました。,,,,,,,1
,,,,,,,,,,,,
3260,682,1,Z,Z,2月10日に宿泊しました。,,,,,,,1
3261,682,2,p,p,生憎のお天気で眺望は良くなかったのですが、心のこもったおもてなしでゆっくりとくつろぐことが出来ました。,1,,,,,,
3262,682,3,p,Z,また、是非利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
3263,683,1,p,p,とってもお得に宿泊できました。,,,,,,,1
3264,683,2,p,p,シングルなのにお部屋も広くダブルベッドでゆったり眠れました。,,,1,,,,
3265,683,3,p,p,お掃除も行き届いていて気持ちよかったです。,,,1,,,,
3266,683,4,p,p,無料の朝食なので種類は少なくても十分でしょう。,,,,,,1,
3267,683,5,p,Z,また小倉に行くことがあれば是非お世話になりたいと思います。,,,,,,,1
,,,,,,,,,,,,
3268,684,1,Z,Z,12月17日に宿泊をしました。,,,,,,,1
3269,684,2,p,p,室内に、空気清浄機があり良かったです。,,,1,,,,
3270,684,3,p,p,朝食も大変おいしかったです。,,,,,,1,
3271,684,4,Z,Z,また機会がありましたら、宿泊したいと思います。,,,,,,,1
,,,,,,,,,,,,
3272,685,1,p,p,立地条件が、とてもよく移動に助かりました。,,1,,,,,
,,,,,,,,,,,,
3273,686,1,Z,Z,11月11日利用しました。,,,,,,,1
3274,686,2,p,p,コンビニも前にあり、駅からも近く便利でした。,,1,,,,,
,,,,,,,,,,,,
3275,687,1,Z,Z,出張で２月４日に利用しました。,,,,,,,1
3276,687,2,p,p,わずかな会話でしたが、フロントおじさんには親切に応対していただきました。,1,,,,,,
3277,687,3,p,p,部屋もきれいで、よく眠れました。,,,1,,,,
3278,687,4,p,p,それから、三越の裏手（？）にあり、夜も迷うことなく飲んで帰れました。,,1,,,,,
,,,,,,,,,,,,
3279,688,1,p,p,良かったです、満足しています。,,,,,,,1
3280,688,2,Z,Z,次回は、家族で思いました。,,,,,,,1
,,,,,,,,,,,,
3281,689,1,p,p,東京駅の上というのがやはり最高に便利でした。,,1,,,,,
3282,689,2,p,p,建物、部屋等々設備全部が大変きれいで、大変心地よくすごせました。,,,1,1,,,
,,,,,,,,,,,,
3283,690,1,Z,Z,今回は目的の場所に近かったので利用させて頂きました。,,1,,,,,
3284,690,2,p,p,都心に近い割に静かで安いし、広さも十分でした。,,,1,,,,
3285,690,3,p,p,朝食もおいしかったです。,,,,,,1,
3286,690,4,Z,Z,また東京へ行く時は利用させてもらいます。,,,,,,,1
,,,,,,,,,,,,
3287,691,1,p,p,飲み屋も近くで助かります。,,1,,,,,
3288,691,2,Z,Z,また利用します。,,,,,,,1
,,,,,,,,,,,,
3289,692,1,e,e,初めての利用でしたが、まずまず及第点だったと思います。,,,,,,,1
3290,692,2,k,Z,ただ、出勤が早かったので朝食食べ損ねました。,,,,,,,1
3291,692,3,Z,Z,次の機会があれば頂きたいと思います。,,,,,,,1
,,,,,,,,,,,,
3292,693,1,Z,Z,お世話になりました。,,,,,,,1
3293,693,2,p,p,噂通りのゆったりできる、とても素敵な宿でした。,,,1,,,,
3294,693,3,p,p,食事もおいしいものばかりで、オカワリしたいものがたくさんありました。,,,,,,1,
3295,693,4,p,p,事前にいろいろ要望をお伝えさせていただきましたが、それに答えていただけてとてもうれしかったです。,1,,,,,,
3296,693,5,Z,Z,ありがとうございました。,,,,,,,1
3297,693,6,p,e,全室制覇してみたいなあと感じました。,,,,,,,1
3298,693,7,p,o,知人に話したらぜひ行ってみたいと言っていました。,,,,,,,1
3299,693,8,Z,Z,その際にはよろしくお願いいたします。,,,,,,,1
,,,,,,,,,,,,
3300,694,1,p,p,フロントの対応が大変良かった。,1,,,,,,
3301,694,2,p,p,風呂が、大変すばらしい。,,,,,1,,
,,,,,,,,,,,,
3302,695,1,Z,Z,華雲で食事をいたしました。,,,,,,1,
3303,695,2,Z,Z,宿泊者特典サービスのメニューをいただきました。,,,,,,,1
3304,695,3,p,p,とても美味しくいただきました。,,,,,,1,
3305,695,4,p,p,お値段も値打ちでしたし、ついたてで区切られていて個室の感じと高級感が感じられ満足いたしました。,,,,,,1,
,,,,,,,,,,,,
3306,696,1,p,p,京都駅からもとても近く、リーズナブルな価格で泊まることができたので、大変満足しています！,,1,,,,,
,,,,,,,,,,,,
3307,697,1,p,p,早めにチェックイン出来る日程なら非常にリラックス出来るホテルです。,,,1,,,,
3308,697,2,p,p,移動の疲れを温泉で癒してススキノまで飲みに出るのですが夏場ならネオンを眺めながら移動すると観光気分でワクワクしますね。,,1,,,1,,
3309,697,3,p,o,写真は大通りのホワイトイルミネーションですがタクシーに乗っても基本料金で済みます。,,1,,,,,
3310,697,4,p,p,温泉は洗い場も多く順番待ちする事も今までは一度もありませんでした。,,,,,1,,
3311,697,5,e,e,サウナもありますしビジネスよりもレジャーで宿泊するのに適したホテルですね。,,,,,1,,
3312,697,6,p,p,今回は家族４人、内１人は幼児だったので駐車場代込みで１２０００円ほどで泊れて非常にお得でした。,,,,,,,1
3313,697,7,p,p,朝食も必要以上の事を求めなければ満足できると思います。,,,,,,1,
,,,,,,,,,,,,
3314,698,1,p,p,立地条件最高です。,,1,,,,,
3315,698,2,Z,Z,また使わせてもらいます。,,,,,,,1
,,,,,,,,,,,,
3316,699,1,Z,Z,先日、大阪出張の際リピートしました。,,,,,,,1
3317,699,2,e,Z,立地的には肥後橋、阿波座から10分程度で問題なしです。,,1,,,,,
3318,699,3,p,p,朝食の無料サービスもあり、非常にお得感があり、価格的にも非常に満足です。,,,,,,1,
3319,699,4,Z,Z,次回もリピートしようと思っています。,,,,,,,1
,,,,,,,,,,,,
3320,700,1,p,p,以前にも宿泊し、大満足だったので、今回も利用させていただきました。,,,,,,,1
3321,700,2,p,o,１６時にチェックインの予定だったのですが、朝、早く着いてしまい、荷物だけでも預かってもらおうと思ったところ、きちんと、手続きをしてくれ、用事を済ませて、夜、遅くにホテルに戻った時には、ちゃんと、お部屋の方に荷物を入れておいてくれました。,1,,,,,,
3322,700,3,p,p,部屋にある、作務衣も、わざわざ部屋着を持って行かなくていいし、天然温泉には必要な物が一式、揃ってるし、言う事なしです。,,,1,1,,,
3323,700,4,p,p,宿泊中、予想外の雨になってしまいましたが、無料貸出の傘も、すごく助かりました。,1,,,,,,
3324,700,5,p,p,スタッフさんの対応も良く、また、機会がある時は、ぜひ利用したいホテルです。,,,,,,,1
,,,,,,,,,,,,
3325,701,1,p,p,駅に直結していて、翌朝の列車の発車時間ぎりぎりまでゆっくりすることができました。,,1,,,,,
3326,701,2,p,p,熊本まで列車を利用する方にはおすすめです。,,1,,,,,
,,,,,,,,,,,,
3327,702,1,Z,Z,友人の再度のリクエストもあり、過密スケジュールの中、急遽宿泊することになったが、何故か、駿河湾沖、伊東、チリと地震の度に訪れることになってしまった！,,,,,,,1
3328,702,2,Z,Z,今回は、津波による交通規制があったので行けるか不安になったが、新幹線を使って大丈夫だった。,,,,,,,1
3329,702,3,p,p,立地が海岸線でないので、改めて地震でもＯＫだと認識した。,,1,,,,,
3330,702,4,p,p,宿に着いたら、富士山が見え、庭には梅が咲いていて、目の前の土手には函南桜も咲いて、しかも暖かい陽気に恵まれたので、すっかり気持が浮き立ち、東北出身の友人は殊更、春の訪れを嬉しく感じたらしく、風呂そっちのけで土手に向かって勝手にウキウキ歩いて行ってしまった。,,,1,,,,
3331,702,5,p,p,・・・この時期、伊豆近辺は梅や河津桜で混むので避けていたが、こちらでは函南桜（≒河津桜）も梅も、そしておまけに富士山も、混雑せず、のんびり愛でられてラッキーだった。,,,,,,,1
3332,702,6,p,p,その後、ぬる湯に浸かって静かに心身ほぐれた。,,,,,1,,
3333,702,7,Z,Z,何度も訪れているが、今回の滞在は大変印象深かった。,,,,,,,1
3334,702,8,p,p,素朴な伊豆の穴場である。,,,,,,,1
,,,,,,,,,,,,
3335,703,1,p,p,清掃なども毎日、行われていて、清潔感のある宿だったと思います。,,,1,,,,
3336,703,2,Z,Z,またお世話になります。,,,,,,,1
3337,703,3,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
3338,704,1,p,p,お客様感謝デーでお得な値段で泊まる事が出来ました。,,,,,,,1
3339,704,2,p,p,とにかく従業員の方々の丁寧なサービスに感動しました☆,1,,,,,,
3340,704,3,p,p,館内にコンビニがあるのも便利ですね。,,,,1,,,
3341,704,4,p,Z,ぜひまた泊まりたいです。,,,,,,,1
,,,,,,,,,,,,
3342,705,1,p,p,一人旅での利用でしたが、快く駅まで送迎して頂けました。,,,,,,,1
3343,705,2,p,p,食事は噂通りのその質、量ともに圧巻でした。,,,,,,1,
3344,705,3,Z,Z,通常考える食事時間では、食べ切れません！（部屋食でしたので、深夜まで食事してました…）,,,,,,1,
3345,705,4,p,p,温泉は昔ながらの施設ですが、かけ流しでのんびりと入れました。,,,,,1,,
3346,705,5,Z,Z,機会があればまた利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
3347,706,1,p,p,近くに食事が出来る場所が多数あるため、非常に便利でした。,,1,,,,,
3348,706,2,p,p,部屋も綺麗で、地下浴場もきちんと掃除されており快適でした。,,,1,,,,
3349,706,3,Z,Z,また次回も利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
3350,707,1,Z,Z,東急には１５年ぶりに宿泊しました。,,,,,,,1
3351,707,2,e,e,普段から朝食の量が少ない私ですが、やはりホテルで朝食を食べたいと思っていました。,,,,,,1,
3352,707,3,p,p,バイキング以外にワンプレートがあり、とてもリーズナブルに美味しくお腹一杯食べれた事がとても嬉しかったです。,,,,,,1,
,,,,,,,,,,,,
3353,708,1,Z,Z,名古屋への出張はこのホテルと決めています！,,,,,,,1
3354,708,2,p,p,利便性満点です。,,,,,,,1
,,,,,,,,,,,,
3355,709,1,p,p,値段が安くてとて良かったです。,,,,,,,1
,,,,,,,,,,,,
3356,710,1,p,p,チェックインの時間が大幅に遅れてしまい（Ｔ＿Ｔ）、19：30過ぎに到着したのにも関わらず、笑顔で迎えに来てくれ、お風呂の使用時間まで伸ばしてくれました。,1,,,,,,
3357,710,2,p,p,食事もボリュームいっぱいで、女性グループで行った私たちは誰一人完食できなかったのですが、どれを食べても美味しい！,,,,,,1,
3358,710,3,p,p,何を使っているのか考えながら食べるのも楽しかったです（＾＿＾）たまたま紅葉館を利用する事になったのですが、気遣いのサービスが出来るステキな宿でした。（部屋から見える三重塔もステキでした）,1,,,,,,
,,,,,,,,,,,,
3359,711,1,e,Z,値段なりの部屋でした。,,,,,,,1
3360,711,2,p,p,駐車場が満車寸前でちょっと焦りましたが、係の人が誘導してくれて助かりました。,1,,,,,,
3361,711,3,e,o,ビジネスでの宿泊には十分でした。,,,,,,,1
,,,,,,,,,,,,
3362,712,1,Z,Z,１０月７、８日と２泊しました。,,,,,,,1
3363,712,2,Z,Z,藤沢宿泊ではいつも利用させてもらってます。,,,,,,,1
3364,712,3,p,p,お風呂が広くて、のんびりできるのが一番気に入っています。,,,,,1,,
,,,,,,,,,,,,
3365,713,1,p,p,宿泊以外の客が来るだけあって風呂とサウナが充実していた。,,,,,1,,
3366,713,2,p,p,歌舞伎町で入る朝の露天風呂は中々のものだった。,,,,,1,,
3367,713,3,Z,Z,また利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
3368,714,1,p,p,数年ぶりに利用させて頂きましたが、朝食が美味しくなってました。,,,,,,1,
3369,714,2,k,e,それから、お風呂のお湯が少し温くなった様な気がします気のせいかもしれません。,,,,,1,,
3370,714,3,p,p,全体的には非常に満足のいくホテルだと思います。,,,,,,,1
,,,,,,,,,,,,
3371,715,1,p,p,とても過ごしやすいホテルでした。,,,,,,,1
3372,715,2,e,e,ミストサウナが不思議な感じでした。,,,,,1,,
,,,,,,,,,,,,
3373,716,1,p,p,夜遅いチェックインでしたが、とても快く対応していただきました。,1,,,,,,
3374,716,2,p,p,お部屋もとても綺麗で大満足でした。,,,1,,,,
3375,716,3,Z,Z,また利用したいです。,,,,,,,1
,,,,,,,,,,,,
3376,717,1,p,p,個室のお風呂が大変よかった。,,,,,1,,
3377,717,2,p,p,金泉、銀泉の2つを楽しめ、ゆったり過ごすことが出来ました。,,,,,1,,
3378,717,3,p,o,内装は古いが趣と清潔感があり、オススメです。,,,1,,,,
3379,717,4,Z,Z,また利用したい。,,,,,,,1
,,,,,,,,,,,,
3380,718,1,p,p,街中にあるのですが、隣が勾当台公園という事もあり、周辺は大変静かな場所でした。,,1,,,,,
3381,718,2,p,p,近くにローソンもあり、不便はなかったです。,,1,,,,,
,,,,,,,,,,,,
3382,719,1,p,p,今回で2回目の宿泊になりましたが、いずれも不可はなく可が多い宿です。,,,,,,,1
3383,719,2,p,p,食事は美味して産地の物を頂け、新鮮でした。,,,,,,1,
3384,719,3,p,p,さりげないサービスも行き届いており、大変満足しました。,1,,,,,,
,,,,,,,,,,,,
3385,720,1,p,p,品川からも近く、電車系の出張も飛行機系の出張も便利です。,,1,,,,,
3386,720,2,Z,Z,予約が取れない日も最近増えてきてしまったということは、メジャーになってきたってことですね（哀）また利用させていただきたいです。,,,,,,,1
,,,,,,,,,,,,
3387,721,1,p,p,雰囲気・朝食ともにＧＯＯＤ!,,,1,,,1,
,,,,,,,,,,,,
3388,722,1,p,p,立地、値段がずば抜けています。,,1,,,,,
,,,,,,,,,,,,
3389,723,1,Z,Z,楽天さんで他のビジネスホテルをあたっていたのですが、検索を繰り返すたびに「ホテルなにわ」が出てくるので料金、立地で決めさせていただきました。,,1,,,,,
3390,723,2,kp,e,写真で見る限りちょっと抵抗があったのですが、行ってみたらとても落ち着いた感じでした。,,,1,,,,
3391,723,3,p,p,宿泊のみでしたが、落ち着いてぐっすり休ませて頂きました。,,,1,,,,
3392,723,4,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
3393,724,1,Z,Z,３日間もお世話になりました。,,,,,,,1
3394,724,2,p,p,チェックアウト後昼まで車を駐車させていただき大変助かりました。,1,,,,,,
3395,724,3,Z,Z,ありがとうございました。,,,,,,,1
3396,724,4,p,p,コンビニも近く地下鉄の駅からは徒歩５０歩くらいとメチャメチャ近く立地条件条件も最高です。,,1,,,,,
3397,724,5,p,Z,また是非利用させていただきます。,,,,,,,1
,,,,,,,,,,,,
3398,725,1,Z,Z,いつも久居近辺に出張の際利用させて貰っています。,,,,,,,1
3399,725,2,p,p,早割の朝食付きに満足しています。,,,,,,1,
3400,725,3,p,p,朝食も3種類ありボリュームも満足です。,,,,,,1,
3401,725,4,Z,Z,また利用した際は、宜しくお願いします。,,,,,,,1
,,,,,,,,,,,,
3402,726,1,p,p,立地がいいし、部屋も広いし、駅が近い。,,1,1,,,,
3403,726,2,p,p,場所もわかりやすい。,,1,,,,,
3404,726,3,p,p,大通り沿いなのに窓が二重になってるので静か。,,,1,,,,
3405,726,4,Z,Z,機会があればまた宿泊します。,,,,,,,1
,,,,,,,,,,,,
3406,727,1,Z,Z,仕事で、一泊しました。,,,,,,,1
3407,727,2,p,p,駅から近くコンビ二も近くにあり非常に便利でした。,,1,,,,,
3408,727,3,p,p,また、部屋も清潔で朝食も豊富にあり、満足できました。,,,1,,,,
3409,727,4,Z,Z,また、利用させてもらいます。,,,,,,,1
,,,,,,,,,,,,
3410,728,1,Z,Z,このタイプの部屋には初めて泊まりました。,,,,,,,1
3411,728,2,p,p,大人２名＋子供４名で十分な広さがあり、大変くつろげて満足です。,,,1,,,,
3412,728,3,p,p,子供連れにはお勧めのホテルプランになります。,,,,,,,1
3413,728,4,Z,Z,また機会がありましたら、お願い致します。,,,,,,,1
,,,,,,,,,,,,
3414,729,1,p,p,シングルでも十分に広くて、快適です。,,,1,,,,
3415,729,2,p,p,窓側のデスクではパソコンでの作業、そして丸テーブルでは飲食と、使い分けができ、しかも、リクライニング可能の大き目の椅子（よいうよりチェアーですね）もまた快適です。,,,,1,,,
3416,729,3,p,p,バスルームも広くて明るく、さらに体を洗うためのタオルが用意されているのも嬉しい限りです。,,,,,1,,
3417,729,4,p,p,またフロントの笑顔での対応等々…いうことない素晴らしいホテルです。,1,,,,,,
3418,729,5,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
3419,730,1,p,p,朝食付きでこの価格は大変ありがたいです。,,,,,,1,
3420,730,2,p,p,部屋も２人で広々と使えてお風呂も開放がありゆったりと過ごせました。,,,1,,1,,
,,,,,,,,,,,,
3421,731,1,Z,Z,12月8日から外国の顧客の身内の宿泊先として利用させていただきました。,,,,,,,1
3422,731,2,kp,e,外国の方からしたら少し迷う立地の様でしたが、困るまでには至らず、おかげ様で満足して帰国されました。,,1,,,,,
3423,731,3,p,p,予約問い合わせの段階から感じの良さ、ゆうずの利かせ具合、良かったです。,1,,,,,,
3424,731,4,Z,Z,サービス業の根本はまず、接客対応の善し悪しだと思う手前ですが、出来てない宿泊先が多いですね。,1,,,,,,
3425,731,5,p,p,そんな中、とても気持ち良い思いができました。,1,,,,,,
3426,731,6,Z,Z,ありがとうございます。,,,,,,,1
3427,731,7,Z,Z,リピートの際はまた宜しくお願いします。,,,,,,,1
,,,,,,,,,,,,
3428,732,1,p,p,繁華街にも近く、バス停や電停が目の前でありよかったです。,,1,,,,,
,,,,,,,,,,,,
3429,733,1,p,p,何といっても新しいので設備が全てにおいて心地よかったです。,,,1,1,,,
3430,733,2,p,p,枕元に電源もあり、LANも使え、室内仕事にも問題ない明るい照明で、大変快適でした。,,,1,1,,,
3431,733,3,p,p,朝ごはんも、ビジネスホテルでは珍しく和食メインの食事で、普段から朝は和食の私は大変満足です。,,,,,,1,
3432,733,4,kp,Z,普段は大阪市内には車で行くことが多いので駐車場がホテル選びのネックになるのですが、車ではない場合は迷わずこちらにお世話になりたいと思います。,,1,,,,,
,,,,,,,,,,,,
3433,734,1,p,p,貸し切り風呂の露天に入ったのですが、ちょうど雪が降っていて雪見風呂になって素敵でした。,,,,,1,,
3434,734,2,p,p,また料理も地物がふんだんに使われていて美味しかったです。,,,,,,1,
3435,734,3,Z,Z,また機会があれば行きたいと思います。,,,,,,,1
,,,,,,,,,,,,
3436,735,1,p,p,旅行の前泊で利用しましたが、関空の目の前で立地もよく、ゆっくりできました。,,1,,,,,
3437,735,2,p,p,バイキングもおいしかったです。,,,,,,1,
,,,,,,,,,,,,
3438,736,1,p,p,サービスも良かった。,1,,,,,,
3439,736,2,p,p,朝食も種類が豊富で大満足です。,,,,,,1,
3440,736,3,p,p,今まで泊まった中では、一番のホテルでした。,,,,,,,1
,,,,,,,,,,,,
3441,737,1,Z,Z,特別価格で提供いただき有難うございました。,,,,,,,1
3442,737,2,p,p,飲食街に近く、今回夜遅くなりましたので大変たすかりました。,,1,,,,,
3443,737,3,p,p,フロントの方々もテキパキと対応されており、非常に気持ちがいいです。,1,,,,,,
,,,,,,,,,,,,
3444,738,1,p,p,思ったよりも良かったです。,,,,,,,1
3445,738,2,Z,Z,手頃な値段だったのでビジネスホテルだろうと思ってましたがチェックインしてビックリです。,,,,,,,1
3446,738,3,p,p,アメニティーグッズの中にクレンジングや入浴剤なども有りで大満足でした。,,,,1,1,,
3447,738,4,p,p,駐車場も広くサービスも良かったです。,1,,,,,,
3448,738,5,p,Z,また何かの機会があったら泊まりたいと思ったホテルでした,,,,,,,1
,,,,,,,,,,,,
3449,739,1,p,p,今回初めて泊まりましたが、とてもきれいでよかったです。,,,,,,,1
3450,739,2,p,p,ホテル内にコンビニもあり、店員さんがとても対応がよかったです。,1,,,,,,
3451,739,3,Z,Z,宿泊すると３０時間同じ料金だったので、いつもはｔｄｒの駐車場にとめるのですが、はじめてホテルにとめてから遊びにいきました。,1,,,,,,
,,,,,,,,,,,,
3452,740,1,p,p,シンプルかつリーズナブルな値段で、快適な宿泊になりました。,,,,,,,1
3453,740,2,y,o,もっと、ホテルチェーンを全国にひろげて頂けると嬉しいです。,,,,,,,1
,,,,,,,,,,,,
3454,741,1,Z,Z,２００６年１０月以来、今回は家族で利用しました。,,,,,,,1
3455,741,2,p,p,この度は、格安で泊れて部屋も１２階という事でお袋も満足していました。,,,1,,,,
3456,741,3,p,p,フロントの対応も良く、部屋も綺麗でゆっくり過ごす事が出来ました。,1,,1,,,,
3457,741,4,p,p,食事処も近くには多く、キャナルシティへもエレベーターで直ぐに行けるし最高の立地場所と思います。,,1,,,,,
3458,741,5,Z,Z,また、福岡に行く時はお世話になろうと思います。,,,,,,,1
3459,741,6,Z,Z,この度は、有難うございました。,,,,,,,1
,,,,,,,,,,,,
3460,742,1,p,p,フロントの方々の対応がとても良かったです。,1,,,,,,
3461,742,2,p,p,朝食も金額以上の内容でたいへん満足でした。,,,,,,1,
3462,742,3,y,Z,お風呂が２４時間入浴できたら、もっと良かったです。,,,,,1,,
3463,742,4,Z,Z,又機会が有りましたら、宿泊させて頂きたいと思います。,,,,,,,1
3464,742,5,Z,Z,この度は誠にありがとうございました。,,,,,,,1
,,,,,,,,,,,,
3465,743,1,p,p,駅からも近く、大通りに面していますが防音も充分、ぐっすり眠れました,,1,1,,,,
,,,,,,,,,,,,
3466,744,1,p,p,とてもキレイな施設で嬉しかったです。,,,1,,,,
3467,744,2,p,p,場所も分かりやすく駅からも近いので最高です。,,1,,,,,
3468,744,3,p,p,朝のパンも美味しかったし。,,,,,,1,
3469,744,4,p,o,これからも東京へ遊びに行くときは迷う事がなくココで決まりです♪,,,,,,,1
,,,,,,,,,,,,
3470,745,1,Z,Z,出張で、チェックアウト日は、午前中時間が空いていたのでレイトチェックアウト出来るという条件で探していました。,1,,,,,,
